message,timestamp,severity,tags,attributes
"  - Installing voku/portable-ascii (2.0.3): Extracting archive
",2026-03-17T23:02:01.347002313Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":2,""timestamp"":""2026-03-17T23:02:01.347002313Z"",""type"":""log"",""vertex"":""sha256:cdeb42ffc366ee66ba96045a03169413cc1b8ccbd4ebc5fb4a645d429c4cef33""}"
"  - Installing phpoption/phpoption (1.9.5): Extracting archive
",2026-03-17T23:02:01.347189724Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":2,""timestamp"":""2026-03-17T23:02:01.347189724Z"",""type"":""log"",""vertex"":""sha256:cdeb42ffc366ee66ba96045a03169413cc1b8ccbd4ebc5fb4a645d429c4cef33""}"
"  - Installing graham-campbell/result-type (v1.1.4): Extracting archive
",2026-03-17T23:02:01.347353196Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":2,""timestamp"":""2026-03-17T23:02:01.347353196Z"",""type"":""log"",""vertex"":""sha256:cdeb42ffc366ee66ba96045a03169413cc1b8ccbd4ebc5fb4a645d429c4cef33""}"
"  - Installing vlucas/phpdotenv (v5.6.3): Extracting archive
",2026-03-17T23:02:01.347548659Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":2,""timestamp"":""2026-03-17T23:02:01.347548659Z"",""type"":""log"",""vertex"":""sha256:cdeb42ffc366ee66ba96045a03169413cc1b8ccbd4ebc5fb4a645d429c4cef33""}"
"  - Installing symfony/css-selector (v6.4.34): Extracting archive
",2026-03-17T23:02:01.347731462Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":2,""timestamp"":""2026-03-17T23:02:01.347731462Z"",""type"":""log"",""vertex"":""sha256:cdeb42ffc366ee66ba96045a03169413cc1b8ccbd4ebc5fb4a645d429c4cef33""}"
"  - Installing tijsverkoyen/css-to-inline-styles (v2.4.0): Extracting archive
",2026-03-17T23:02:01.348065616Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":2,""timestamp"":""2026-03-17T23:02:01.348065616Z"",""type"":""log"",""vertex"":""sha256:cdeb42ffc366ee66ba96045a03169413cc1b8ccbd4ebc5fb4a645d429c4cef33""}"
"  - Installing symfony/var-dumper (v6.4.32): Extracting archive
",2026-03-17T23:02:01.348271472Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":2,""timestamp"":""2026-03-17T23:02:01.348271472Z"",""type"":""log"",""vertex"":""sha256:cdeb42ffc366ee66ba96045a03169413cc1b8ccbd4ebc5fb4a645d429c4cef33""}"
"  - Installing symfony/polyfill-uuid (v1.33.0): Extracting archive
",2026-03-17T23:02:01.348447906Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":2,""timestamp"":""2026-03-17T23:02:01.348447906Z"",""type"":""log"",""vertex"":""sha256:cdeb42ffc366ee66ba96045a03169413cc1b8ccbd4ebc5fb4a645d429c4cef33""}"
"  - Installing symfony/uid (v6.4.32): Extracting archive
",2026-03-17T23:02:01.348619629Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":2,""timestamp"":""2026-03-17T23:02:01.348619629Z"",""type"":""log"",""vertex"":""sha256:cdeb42ffc366ee66ba96045a03169413cc1b8ccbd4ebc5fb4a645d429c4cef33""}"
"  - Installing symfony/routing (v6.4.34): Extracting archive
",2026-03-17T23:02:01.348991889Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":2,""timestamp"":""2026-03-17T23:02:01.348991889Z"",""type"":""log"",""vertex"":""sha256:cdeb42ffc366ee66ba96045a03169413cc1b8ccbd4ebc5fb4a645d429c4cef33""}"
"  - Installing symfony/polyfill-intl-idn (v1.33.0): Extracting archive
",2026-03-17T23:02:01.349186689Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":2,""timestamp"":""2026-03-17T23:02:01.349186689Z"",""type"":""log"",""vertex"":""sha256:cdeb42ffc366ee66ba96045a03169413cc1b8ccbd4ebc5fb4a645d429c4cef33""}"
"  - Installing symfony/mime (v6.4.35): Extracting archive
",2026-03-17T23:02:01.349370771Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":2,""timestamp"":""2026-03-17T23:02:01.349370771Z"",""type"":""log"",""vertex"":""sha256:cdeb42ffc366ee66ba96045a03169413cc1b8ccbd4ebc5fb4a645d429c4cef33""}"
"  - Installing psr/event-dispatcher (1.0.0): Extracting archive
",2026-03-17T23:02:01.349580804Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":2,""timestamp"":""2026-03-17T23:02:01.349580804Z"",""type"":""log"",""vertex"":""sha256:cdeb42ffc366ee66ba96045a03169413cc1b8ccbd4ebc5fb4a645d429c4cef33""}"
"  - Installing symfony/event-dispatcher-contracts (v3.6.0): Extracting archive
",2026-03-17T23:02:01.349898968Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":2,""timestamp"":""2026-03-17T23:02:01.349898968Z"",""type"":""log"",""vertex"":""sha256:cdeb42ffc366ee66ba96045a03169413cc1b8ccbd4ebc5fb4a645d429c4cef33""}"
"  - Installing symfony/event-dispatcher (v6.4.32): Extracting archive
",2026-03-17T23:02:01.350101431Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":2,""timestamp"":""2026-03-17T23:02:01.350101431Z"",""type"":""log"",""vertex"":""sha256:cdeb42ffc366ee66ba96045a03169413cc1b8ccbd4ebc5fb4a645d429c4cef33""}"
"  - Installing egulias/email-validator (4.0.4): Extracting archive
",2026-03-17T23:02:01.3502667Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":2,""timestamp"":""2026-03-17T23:02:01.3502667Z"",""type"":""log"",""vertex"":""sha256:cdeb42ffc366ee66ba96045a03169413cc1b8ccbd4ebc5fb4a645d429c4cef33""}"
"  - Installing symfony/mailer (v6.4.34): Extracting archive
",2026-03-17T23:02:01.350454594Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":2,""timestamp"":""2026-03-17T23:02:01.350454594Z"",""type"":""log"",""vertex"":""sha256:cdeb42ffc366ee66ba96045a03169413cc1b8ccbd4ebc5fb4a645d429c4cef33""}"
"  - Installing symfony/error-handler (v6.4.32): Extracting archive
",2026-03-17T23:02:01.350917869Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":2,""timestamp"":""2026-03-17T23:02:01.350917869Z"",""type"":""log"",""vertex"":""sha256:cdeb42ffc366ee66ba96045a03169413cc1b8ccbd4ebc5fb4a645d429c4cef33""}"
"  - Installing symfony/http-kernel (v6.4.35): Extracting archive
",2026-03-17T23:02:01.351078559Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":2,""timestamp"":""2026-03-17T23:02:01.351078559Z"",""type"":""log"",""vertex"":""sha256:cdeb42ffc366ee66ba96045a03169413cc1b8ccbd4ebc5fb4a645d429c4cef33""}"
"  - Installing symfony/finder (v6.4.34): Extracting archive
",2026-03-17T23:02:01.351311856Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":2,""timestamp"":""2026-03-17T23:02:01.351311856Z"",""type"":""log"",""vertex"":""sha256:cdeb42ffc366ee66ba96045a03169413cc1b8ccbd4ebc5fb4a645d429c4cef33""}"
"  - Installing ramsey/collection (2.1.1): Extracting archive
",2026-03-17T23:02:01.351425599Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":2,""timestamp"":""2026-03-17T23:02:01.351425599Z"",""type"":""log"",""vertex"":""sha256:cdeb42ffc366ee66ba96045a03169413cc1b8ccbd4ebc5fb4a645d429c4cef33""}"
"  - Installing brick/math (0.12.3): Extracting archive
",2026-03-17T23:02:01.351755655Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":2,""timestamp"":""2026-03-17T23:02:01.351755655Z"",""type"":""log"",""vertex"":""sha256:cdeb42ffc366ee66ba96045a03169413cc1b8ccbd4ebc5fb4a645d429c4cef33""}"
"  - Installing ramsey/uuid (4.9.2): Extracting archive
",2026-03-17T23:02:01.351947211Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":2,""timestamp"":""2026-03-17T23:02:01.351947211Z"",""type"":""log"",""vertex"":""sha256:cdeb42ffc366ee66ba96045a03169413cc1b8ccbd4ebc5fb4a645d429c4cef33""}"
"  - Installing psr/simple-cache (3.0.0): Extracting archive
",2026-03-17T23:02:01.352169919Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":2,""timestamp"":""2026-03-17T23:02:01.352169919Z"",""type"":""log"",""vertex"":""sha256:cdeb42ffc366ee66ba96045a03169413cc1b8ccbd4ebc5fb4a645d429c4cef33""}"
"  - Installing nunomaduro/termwind (v1.17.0): Extracting archive
",2026-03-17T23:02:01.352374009Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":2,""timestamp"":""2026-03-17T23:02:01.352374009Z"",""type"":""log"",""vertex"":""sha256:cdeb42ffc366ee66ba96045a03169413cc1b8ccbd4ebc5fb4a645d429c4cef33""}"
"  - Installing symfony/translation-contracts (v3.6.1): Extracting archive
",2026-03-17T23:02:01.352639291Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":2,""timestamp"":""2026-03-17T23:02:01.352639291Z"",""type"":""log"",""vertex"":""sha256:cdeb42ffc366ee66ba96045a03169413cc1b8ccbd4ebc5fb4a645d429c4cef33""}"
"  - Installing symfony/translation (v6.4.34): Extracting archive
",2026-03-17T23:02:01.352849954Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":2,""timestamp"":""2026-03-17T23:02:01.352849954Z"",""type"":""log"",""vertex"":""sha256:cdeb42ffc366ee66ba96045a03169413cc1b8ccbd4ebc5fb4a645d429c4cef33""}"
"  - Installing psr/clock (1.0.0): Extracting archive
",2026-03-17T23:02:01.353056759Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":2,""timestamp"":""2026-03-17T23:02:01.353056759Z"",""type"":""log"",""vertex"":""sha256:cdeb42ffc366ee66ba96045a03169413cc1b8ccbd4ebc5fb4a645d429c4cef33""}"
"  - Installing carbonphp/carbon-doctrine-types (2.1.0): Extracting archive
",2026-03-17T23:02:01.353246511Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":2,""timestamp"":""2026-03-17T23:02:01.353246511Z"",""type"":""log"",""vertex"":""sha256:cdeb42ffc366ee66ba96045a03169413cc1b8ccbd4ebc5fb4a645d429c4cef33""}"
"  - Installing nesbot/carbon (2.73.0): Extracting archive
",2026-03-17T23:02:01.353502318Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":2,""timestamp"":""2026-03-17T23:02:01.353502318Z"",""type"":""log"",""vertex"":""sha256:cdeb42ffc366ee66ba96045a03169413cc1b8ccbd4ebc5fb4a645d429c4cef33""}"
"  - Installing monolog/monolog (3.10.0): Extracting archive
",2026-03-17T23:02:01.353757936Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":2,""timestamp"":""2026-03-17T23:02:01.353757936Z"",""type"":""log"",""vertex"":""sha256:cdeb42ffc366ee66ba96045a03169413cc1b8ccbd4ebc5fb4a645d429c4cef33""}"
"  - Installing league/mime-type-detection (1.16.0): Extracting archive
",2026-03-17T23:02:01.354033659Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":2,""timestamp"":""2026-03-17T23:02:01.354033659Z"",""type"":""log"",""vertex"":""sha256:cdeb42ffc366ee66ba96045a03169413cc1b8ccbd4ebc5fb4a645d429c4cef33""}"
"  - Installing league/flysystem (3.32.0): Extracting archive
",2026-03-17T23:02:01.354346008Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":2,""timestamp"":""2026-03-17T23:02:01.354346008Z"",""type"":""log"",""vertex"":""sha256:cdeb42ffc366ee66ba96045a03169413cc1b8ccbd4ebc5fb4a645d429c4cef33""}"
"  - Installing league/flysystem-local (3.31.0): Extracting archive
",2026-03-17T23:02:01.354532016Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":2,""timestamp"":""2026-03-17T23:02:01.354532016Z"",""type"":""log"",""vertex"":""sha256:cdeb42ffc366ee66ba96045a03169413cc1b8ccbd4ebc5fb4a645d429c4cef33""}"
"  - Installing nette/utils (v4.0.10): Extracting archive
",2026-03-17T23:02:01.354742298Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":2,""timestamp"":""2026-03-17T23:02:01.354742298Z"",""type"":""log"",""vertex"":""sha256:cdeb42ffc366ee66ba96045a03169413cc1b8ccbd4ebc5fb4a645d429c4cef33""}"
"  - Installing nette/schema (v1.3.5): Extracting archive
",2026-03-17T23:02:01.354948256Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":2,""timestamp"":""2026-03-17T23:02:01.354948256Z"",""type"":""log"",""vertex"":""sha256:cdeb42ffc366ee66ba96045a03169413cc1b8ccbd4ebc5fb4a645d429c4cef33""}"
"  - Installing dflydev/dot-access-data (v3.0.3): Extracting archive
",2026-03-17T23:02:01.35518673Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":2,""timestamp"":""2026-03-17T23:02:01.35518673Z"",""type"":""log"",""vertex"":""sha256:cdeb42ffc366ee66ba96045a03169413cc1b8ccbd4ebc5fb4a645d429c4cef33""}"
"  - Installing league/config (v1.2.0): Extracting archive
",2026-03-17T23:02:01.35542032Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":2,""timestamp"":""2026-03-17T23:02:01.35542032Z"",""type"":""log"",""vertex"":""sha256:cdeb42ffc366ee66ba96045a03169413cc1b8ccbd4ebc5fb4a645d429c4cef33""}"
"  - Installing league/commonmark (2.8.1): Extracting archive
",2026-03-17T23:02:01.3556476Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":2,""timestamp"":""2026-03-17T23:02:01.3556476Z"",""type"":""log"",""vertex"":""sha256:cdeb42ffc366ee66ba96045a03169413cc1b8ccbd4ebc5fb4a645d429c4cef33""}"
"  - Installing laravel/serializable-closure (v1.3.7): Extracting archive
",2026-03-17T23:02:01.355965664Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":2,""timestamp"":""2026-03-17T23:02:01.355965664Z"",""type"":""log"",""vertex"":""sha256:cdeb42ffc366ee66ba96045a03169413cc1b8ccbd4ebc5fb4a645d429c4cef33""}"
"  - Installing laravel/prompts (v0.1.25): Extracting archive
",2026-03-17T23:02:01.356078478Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":2,""timestamp"":""2026-03-17T23:02:01.356078478Z"",""type"":""log"",""vertex"":""sha256:cdeb42ffc366ee66ba96045a03169413cc1b8ccbd4ebc5fb4a645d429c4cef33""}"
"  - Installing laravel/framework (10.50.2): Extracting archive
",2026-03-17T23:02:01.356262445Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":2,""timestamp"":""2026-03-17T23:02:01.356262445Z"",""type"":""log"",""vertex"":""sha256:cdeb42ffc366ee66ba96045a03169413cc1b8ccbd4ebc5fb4a645d429c4cef33""}"
"  - Installing symfony/yaml (v6.4.34): Extracting archive
",2026-03-17T23:02:01.35652227Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":2,""timestamp"":""2026-03-17T23:02:01.35652227Z"",""type"":""log"",""vertex"":""sha256:cdeb42ffc366ee66ba96045a03169413cc1b8ccbd4ebc5fb4a645d429c4cef33""}"
"  - Installing laravel/sail (v1.53.0): Extracting archive
",2026-03-17T23:02:01.356725941Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":2,""timestamp"":""2026-03-17T23:02:01.356725941Z"",""type"":""log"",""vertex"":""sha256:cdeb42ffc366ee66ba96045a03169413cc1b8ccbd4ebc5fb4a645d429c4cef33""}"
"  - Installing laravel/sanctum (v3.3.3): Extracting archive
",2026-03-17T23:02:01.356912587Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":2,""timestamp"":""2026-03-17T23:02:01.356912587Z"",""type"":""log"",""vertex"":""sha256:cdeb42ffc366ee66ba96045a03169413cc1b8ccbd4ebc5fb4a645d429c4cef33""}"
"  - Installing psy/psysh (v0.12.21): Extracting archive
",2026-03-17T23:02:01.357080443Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":2,""timestamp"":""2026-03-17T23:02:01.357080443Z"",""type"":""log"",""vertex"":""sha256:cdeb42ffc366ee66ba96045a03169413cc1b8ccbd4ebc5fb4a645d429c4cef33""}"
"  - Installing laravel/tinker (v2.11.1): Extracting archive
",2026-03-17T23:02:01.357234143Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":2,""timestamp"":""2026-03-17T23:02:01.357234143Z"",""type"":""log"",""vertex"":""sha256:cdeb42ffc366ee66ba96045a03169413cc1b8ccbd4ebc5fb4a645d429c4cef33""}"
"  - Installing hamcrest/hamcrest-php (v2.1.1): Extracting archive
",2026-03-17T23:02:01.357418663Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":2,""timestamp"":""2026-03-17T23:02:01.357418663Z"",""type"":""log"",""vertex"":""sha256:cdeb42ffc366ee66ba96045a03169413cc1b8ccbd4ebc5fb4a645d429c4cef33""}"
"  - Installing mockery/mockery (1.6.12): Extracting archive
",2026-03-17T23:02:01.357606902Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":2,""timestamp"":""2026-03-17T23:02:01.357606902Z"",""type"":""log"",""vertex"":""sha256:cdeb42ffc366ee66ba96045a03169413cc1b8ccbd4ebc5fb4a645d429c4cef33""}"
"  - Installing webmozart/assert (1.12.1): Extracting archive
",2026-03-17T23:02:01.357793707Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":2,""timestamp"":""2026-03-17T23:02:01.357793707Z"",""type"":""log"",""vertex"":""sha256:cdeb42ffc366ee66ba96045a03169413cc1b8ccbd4ebc5fb4a645d429c4cef33""}"
"  - Installing phpstan/phpdoc-parser (2.3.2): Extracting archive
",2026-03-17T23:02:01.357983336Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":2,""timestamp"":""2026-03-17T23:02:01.357983336Z"",""type"":""log"",""vertex"":""sha256:cdeb42ffc366ee66ba96045a03169413cc1b8ccbd4ebc5fb4a645d429c4cef33""}"
"  - Installing phpdocumentor/reflection-common (2.2.0): Extracting archive
",2026-03-17T23:02:01.358198568Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":2,""timestamp"":""2026-03-17T23:02:01.358198568Z"",""type"":""log"",""vertex"":""sha256:cdeb42ffc366ee66ba96045a03169413cc1b8ccbd4ebc5fb4a645d429c4cef33""}"
"  - Installing doctrine/deprecations (1.1.6): Extracting archive
",2026-03-17T23:02:01.358411123Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":2,""timestamp"":""2026-03-17T23:02:01.358411123Z"",""type"":""log"",""vertex"":""sha256:cdeb42ffc366ee66ba96045a03169413cc1b8ccbd4ebc5fb4a645d429c4cef33""}"
"  - Installing phpdocumentor/type-resolver (2.0.0): Extracting archive
",2026-03-17T23:02:01.358647451Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":2,""timestamp"":""2026-03-17T23:02:01.358647451Z"",""type"":""log"",""vertex"":""sha256:cdeb42ffc366ee66ba96045a03169413cc1b8ccbd4ebc5fb4a645d429c4cef33""}"
"  - Installing phpdocumentor/reflection-docblock (6.0.2): Extracting archive
",2026-03-17T23:02:01.358896294Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":2,""timestamp"":""2026-03-17T23:02:01.358896294Z"",""type"":""log"",""vertex"":""sha256:cdeb42ffc366ee66ba96045a03169413cc1b8ccbd4ebc5fb4a645d429c4cef33""}"
"  - Installing ta-tikoma/phpunit-architecture-test (0.8.7): Extracting archive
",2026-03-17T23:02:01.359123775Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":2,""timestamp"":""2026-03-17T23:02:01.359123775Z"",""type"":""log"",""vertex"":""sha256:cdeb42ffc366ee66ba96045a03169413cc1b8ccbd4ebc5fb4a645d429c4cef33""}"
"  - Installing nunomaduro/collision (v7.12.0): Extracting archive
",2026-03-17T23:02:01.359333253Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":2,""timestamp"":""2026-03-17T23:02:01.359333253Z"",""type"":""log"",""vertex"":""sha256:cdeb42ffc366ee66ba96045a03169413cc1b8ccbd4ebc5fb4a645d429c4cef33""}"
"  - Installing pestphp/pest-plugin-arch (v2.7.0): Extracting archive
",2026-03-17T23:02:01.359522123Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":2,""timestamp"":""2026-03-17T23:02:01.359522123Z"",""type"":""log"",""vertex"":""sha256:cdeb42ffc366ee66ba96045a03169413cc1b8ccbd4ebc5fb4a645d429c4cef33""}"
